taxon,VS-VO,VS-PN,VS-NG,VS-NA,VS-ND,VS-NNum,VS-NRc,VO-PN,VO-NG,VO-NA,VO-ND,VO-NNum,VO-NRc,PN-NG,PN-NA,PN-ND,PN-NNum,PN-NRc,NG-NA,NG-ND,NG-NNum,NG-NRc,NA-ND,NA-NNum,NA-NRc,ND-NNum,ND-NRc,NNum-NRc
Yuc.YUCHI.YUCHI,a,a,a,b,a,b,a,a,a,b,a,b,a,a,b,a,b,a,b,a,b,a,c,d,c,b,a,c
Arw.INLAND_NORTHERN_ARAWAKAN.YUCUNA,b,a,a,a,a,-,-,c,c,c,c,-,-,a,a,a,-,-,a,a,-,-,a,-,-,-,-,-
Arw.INLAND_NORTHERN_ARAWAKAN.YUCUNA_2,b,a,a,a,a,-,-,c,c,c,c,-,-,a,a,a,-,-,a,a,-,-,a,-,-,-,-,-
Yka.YUKAGHIR.YUKAGHIR_TUNDRA,a,a,a,a,-,a,-,a,a,a,-,a,-,a,a,-,a,-,a,-,a,-,-,a,-,-,-,-
CSu.BONGO_BAGIRMI.YULU,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
ST.BAI.YUNLONG_BAI,b,-,a,a,b,b,b,-,c,c,d,d,d,-,-,-,-,-,a,b,b,b,b,b,b,d,d,d
OM.ZAPOTECAN.ZAPOTEC_MITLA,d,d,d,d,d,c,-,d,d,d,d,c,-,d,d,d,c,-,d,d,c,-,d,c,-,c,-,-
OM.ZAPOTECAN.ZAPOTEC_YATZACHI,d,d,d,d,d,c,-,d,d,d,d,c,-,d,d,d,c,-,d,d,c,-,d,c,-,c,-,-
OM.ZAPOTECAN.ZAPOTEC_ZOOGOCHO,d,-,-,d,d,c,c,-,-,d,d,c,c,-,-,-,-,-,-,-,-,-,d,c,c,c,c,a
Son.SONGHAY.ZARMA,-,a,a,b,b,b,-,-,-,-,-,-,-,a,b,b,b,-,b,b,b,-,d,d,-,d,-,-
AA.NORTH_OMOTIC.ZAYSE,a,-,a,a,a,a,b,-,a,a,a,a,b,-,-,-,-,-,a,a,a,b,a,a,b,a,b,b
IE.IRANIAN.ZAZAKI,a,a,-,b,a,a,-,a,-,b,a,a,-,-,b,a,a,-,-,-,-,-,c,c,-,a,-,-
AA.NORTH_OMOTIC.ZERGULLA,a,-,a,a,a,a,b,-,a,a,a,a,b,-,-,-,-,-,a,a,a,b,a,a,b,a,b,b
NC.BANTOID.ZIBA,b,b,-,b,b,b,a,d,-,d,d,d,c,-,d,d,d,c,-,-,-,-,d,d,c,d,c,c
NC.BANTOID.ZOOMBO_1,b,b,b,b,b,b,-,d,d,d,d,d,-,d,d,d,d,-,d,d,d,-,d,d,-,d,-,-
NC.BANTOID.ZOOMBO_2,b,b,b,b,b,b,-,d,d,d,d,d,-,d,d,d,d,-,d,d,d,-,d,d,-,d,-,-
NC.BANTOID.ZOOMBO_3,b,b,b,b,b,b,-,d,d,d,d,d,-,d,d,d,d,-,d,d,d,-,d,d,-,d,-,-
NC.BANTOID.ZOOMBO_4,b,b,b,b,b,b,-,d,d,d,d,d,-,d,d,d,d,-,d,d,d,-,d,d,-,d,-,-
NC.BANTOID.ZULU,b,b,b,b,-,-,a,d,d,d,-,-,c,d,d,-,-,c,d,-,-,c,-,-,c,-,-,-
NC.BANTOID.ZULU_2,b,b,b,b,-,-,a,d,d,d,-,-,c,d,d,-,-,c,d,-,-,c,-,-,c,-,-,-
NC.BANTOID.ZULU_NKANDLA,b,b,b,b,-,-,a,d,d,d,-,-,c,d,d,-,-,c,d,-,-,c,-,-,c,-,-,-
Zun.ZUNI.ZUNI,a,a,a,b,a,a,-,a,a,b,a,a,-,a,b,a,a,-,b,a,a,-,c,c,-,a,-,-
